id,result
198,30.185
396,29.561999999999994
33,20.795
208,15.32
93,14.449000000000002
84,24.916999999999998
373,25.888999999999992
94,11.95
222,17.768
126,18.733999999999998
9,13.875
383,35.010000000000005
56,28.385
72,15.29
132,24.659000000000002
42,12.23
370,29.118000000000002
275,19.816000000000003
229,15.534
377,35.591000000000015
77,24.203999999999997
15,18.773
389,29.435000000000006
238,28.802000000000003
0,16.063
394,38.598
114,23.523000000000007
234,25.152000000000008
261,19.742000000000004
104,12.48
393,27.401999999999997
375,35.231
298,17.814000000000007
57,23.297000000000004
312,36.25900000000001
116,13.66
113,21.428999999999995
262,18.468000000000014
158,14.18
141,25.038000000000007
307,25.17600000000001
55,28.03
76,20.916
25,11.42
82,23.118999999999996
380,33.649999999999984
148,25.484
180,23.196999999999992
22,23.643
172,25.993000000000002
46,22.805
294,34.045000000000016
337,32.825999999999986
70,12.125
341,25.35100000000001
39,12.81
292,16.985000000000003
318,27.379000000000005
30,23.752999999999997
152,18.798
124,14.026
181,29.835
168,23.711
78,21.058000000000003
101,18.589000000000002
31,24.728999999999996
272,23.739
351,35.34799999999999
196,25.909000000000002
73,14.945
350,35.64899999999999
140,14.918000000000001
5,13.765
45,18.771
386,27.964000000000006
249,20.408
225,18.843
367,28.702999999999996
175,29.1
285,17.044000000000004
