id,result
565,0.13269756153200463
160,0.07627372926157724
553,0.08187640377540434
860,0.0721234841444825
241,0.7405612845851924
559,0.38065479816152026
387,0.7964114284353683
536,0.4089323008921534
698,0.4234593955391824
99,0.22490676645493718
126,0.3957399337920537
333,0.14030709962005644
216,0.6672677418014493
817,0.17987758269941834
27,0.40470214182846936
703,0.12102383591704075
485,0.23140569646088618
511,0.06631641273527436
433,0.10207255500504638
576,0.8291821545888873
87,0.06631641273527436
580,0.8320619488134706
157,0.07078497906683996
279,0.5634204851838294
422,0.08224388114156017
369,0.9682110655186577
776,0.4032312008018935
712,0.30769558862553076
455,0.10749237605525365
495,0.1777161842617487
758,0.039223418146838544
730,0.9580177163744534
65,0.3582347873847542
75,0.1686974533277708
489,0.45223420765171596
869,0.5488777818484345
165,0.40736235444572755
71,0.20658443020585726
428,0.3957399337920537
417,0.8920267847350662
745,0.21908145807296664
297,0.968513372415339
463,0.11125823900260379
84,0.8727254871504079
211,0.8539557520325264
115,0.05004084197085507
868,0.3313741504850777
40,0.32860627355437266
644,0.822703644226165
322,0.8597567265057384
759,0.9495517001130349
564,0.4541895426789724
502,0.7374592902479251
17,0.12171074005780894
679,0.4811943105572829
401,0.0937252705745265
639,0.05738775714621891
701,0.757654038324308
106,0.7758408389226292
447,0.4789115704689938
578,0.5277920276905661
472,0.8413573317605771
764,0.15506692287766577
397,0.1362870682097539
690,0.3811682403299399
38,0.3763844780180841
375,0.9767196075677533
752,0.2246630097520029
625,0.3417629353735024
864,0.08659917177555534
275,0.9590198735472372
773,0.08231453380295099
593,0.650635912740736
504,0.9588641982825354
239,0.13317019105100442
153,0.07503848710053082
614,0.03884300939242969
442,0.3740835439817805
180,0.1025671873296095
634,0.22198833795768533
386,0.2977966451616563
244,0.05157503227111274
749,0.07161777939284712
162,0.05704722731001985
501,0.7944904556977821
92,0.49582950815199944
714,0.10978442070797076
431,0.6119851847470277
452,0.4609135018200482
853,0.9715284514427978
55,0.2619502445304144
351,0.26187868212796733
570,0.05990466565933327
29,0.06631027759577435
62,0.3912593096775017
596,0.8867847826871851
458,0.6652684044617055
459,0.3957399337920537
4,0.03884300939242969
271,0.03797899557593691
252,0.24803396247697446
341,0.8822187708487588
82,0.6466000384013215
9,0.9064395388262398
810,0.042885214327052223
23,0.20574102816418588
841,0.09398636777426554
410,0.06631027759577435
566,0.0545251500197657
245,0.5255132070702637
560,0.3957399337920537
324,0.0016066817231741462
146,0.08246362232735857
659,0.43996707830488335
571,0.9239904374343944
196,0.3957399337920537
16,0.23851760471925515
138,0.09638330189688468
743,0.14987731444299676
555,0.24803396247697446
105,0.05681837545740978
726,0.763661530772691
603,0.1253945903437916
541,0.21061993621529412
775,0.08497420626500586
824,0.2728653419735885
336,0.3386200315423425
799,0.5214720325287561
676,0.05936015387923209
607,0.6315136529070424
826,0.16829185309104866
756,0.08881434603050582
186,0.7405612845851924
411,0.17362058907887895
549,0.6850829119219745
441,0.040811706542441525
435,0.9460697266651443
790,0.3957399337920537
198,0.6503448978171038
444,0.06631889968842589
671,0.3605135081294102
296,0.1009760628791524
802,0.8553752521878417
137,0.3984012686900634
532,0.20459375502003674
587,0.2429294024262772
878,0.06631027759577435
728,0.14842135962512448
389,0.8754976308681331
427,0.8872800404554338
804,0.047430028212253575
731,0.6192509601257501
88,0.8830439509223031
39,0.6528576776290179
492,0.39776524486673703
823,0.5922958102800396
886,0.08405304676586729
353,0.1445124083125653
685,0.16881562839396336
11,0.8338544898910492
484,0.4437346191535333
366,0.9660791523577763
300,0.6503448978171038
879,0.962501254817645
530,0.8344244369542093
293,0.39672034151872204
814,0.07558624558054755
515,0.48750297747677
199,0.8756535061437021
142,0.41031584666086
349,0.05610774024435321
354,0.08231453380295099
295,0.40122796546054706
143,0.08437456748735178
880,0.7849819871638948
91,0.04073888690052752
883,0.08253702974159177
473,0.9108939937488157
637,0.22703754754767624
